Sample	posterior	ESS(posterior)	likelihood	prior	
1221000	-109213.64014565856	5.9	-109468.58996713192	254.9498214733649	
1222000	-109208.86319687747	5.9	-109463.90266390117	255.03946702369367	
1223000	-109215.32762456324	5.9	-109470.04258889341	254.714964330161	
1224000	-109236.82072421948	5.9	-109490.33454264989	253.51381843040156	
1225000	-109216.67711086485	5.9	-109469.27757143429	252.6004605694261	
1226000	-109215.51698128524	5.9	-109470.8838612692	255.3668799839593	
1227000	-109226.72099173664	5.9	-109477.18588674077	250.46489500413523	
1228000	-109210.76203407295	5.8	-109465.74912979237	254.9870957194252	
1229000	-109220.26403428485	5.8	-109475.19059211566	254.92655783081136	
1230000	-109227.40868242833	5.8	-109482.5462334639	255.13755103557048	
1231000	-109207.81316927132	5.8	-109462.24406794654	254.43089867522048	
1232000	-109208.82924054487	5.8	-109461.9974857426	253.16824519772015	
1233000	-109210.08485609145	5.8	-109463.7758144667	253.69095837525563	
1234000	-109222.98502824246	5.8	-109478.04182545072	255.05679720825788	
1235000	-109214.99898764737	5.8	-109467.0241724096	252.02518476222426	
1236000	-109207.90993444623	5.8	-109464.24939138377	256.3394569375439	
1237000	-109209.08331244916	5.8	-109464.31085023559	255.22753778643084	
1238000	-109201.17447859453	5.8	-109455.72435738673	254.54987879219044	
1239000	-109206.50451844283	5.8	-109461.10072297038	254.59620452754774	
1240000	-109202.21692192092	5.8	-109454.69617550212	252.47925358120213	
1241000	-109204.30109188549	5.8	-109459.68555530603	255.38446342054516	
1242000	-109217.37781515907	5.8	-109471.4849760195	254.10716086044255	
1243000	-109211.60953022851	5.8	-109464.51175920153	252.90222897301388	
1244000	-109219.57267164138	5.8	-109473.83759924101	254.26492759963782	
1245000	-109215.69635787235	5.8	-109466.81442816182	251.11807028945677	
1246000	-109220.27557157449	5.8	-109475.78496217467	255.5093906001871	
1247000	-109234.46011545503	5.8	-109488.24736609217	253.78725063712997	
1248000	-109230.26754438507	5.8	-109485.88933239713	255.6217880120472	
1249000	-109235.83597611776	5.7	-109489.24747058694	253.41149446918487	
1250000	-109237.35912247119	5.7	-109491.71101767386	254.35189520267784	
1251000	-109224.56757003476	5.7	-109479.38492274546	254.81735271070033	
1252000	-109229.13057482739	5.7	-109483.25679897123	254.1262241438425	
1253000	-109225.50774364252	5.7	-109477.15220449149	251.64446084896863	
1254000	-109229.94021822567	5.7	-109481.34882307553	251.4086048498564	
1255000	-109233.41510721942	5.7	-109487.5198446461	254.10473742667884	
1256000	-109232.36687838836	5.7	-109487.67834671724	255.3114683288675	
1257000	-109227.13335850486	5.7	-109480.95920051499	253.8258420101384	
1258000	-109227.41618678467	5.7	-109480.01476148958	252.59857470491312	
1259000	-109222.35341229946	5.7	-109475.32723745443	252.97382515497304	
1260000	-109222.79420717656	5.7	-109475.55257622684	252.75836905027427	
1261000	-109220.33300135426	5.7	-109476.15594207565	255.82294072140073	
1262000	-109220.53629679962	5.7	-109476.47172668685	255.93542988722962	
1263000	-109237.5288282847	5.7	-109492.8394785945	255.31065030979866	
1264000	-109240.84043955547	5.7	-109497.22343807097	256.38299851550386	
1265000	-109228.90917396951	5.7	-109486.00705186428	257.09787789476064	
1266000	-109220.94499632518	5.7	-109477.08160492289	256.13660859770346	
1267000	-109222.95098585637	5.7	-109474.61728717567	251.66630131930626	
1268000	-109220.17693414516	5.7	-109476.66540883321	256.48847468805155	
1269000	-109207.54734679146	5.7	-109463.23266386968	255.6853170782205	
1270000	-109225.16884512891	5.7	-109479.60312877595	254.4342836470478	
1271000	-109220.7212200495	5.7	-109477.10111264994	256.3798926004353	
1272000	-109217.88387106702	5.7	-109470.73131786873	252.84744680170354	
1273000	-109210.23933969636	5.7	-109464.70466716246	254.46532746609464	
1274000	-109213.06018521331	5.6	-109466.93497930255	253.87479408923144	
1275000	-109222.26671818	5.6	-109474.43848274242	252.17176456241907	
1276000	-109226.03418146662	5.6	-109478.0193134407	251.9851319740917	
1277000	-109220.39302408796	5.6	-109473.14203740742	252.74901331946134	
1278000	-109222.49897444657	5.6	-109476.20868741383	253.70971296726177	
1279000	-109225.42567784865	5.6	-109477.4009540148	251.97527616615787	
1280000	-109222.05484698828	5.6	-109479.62728533306	257.5724383447766	
1281000	-109221.016050801	5.6	-109474.5847678542	253.56871705319742	
1282000	-109207.72065588165	5.6	-109462.65612074609	254.93546486443856	
1283000	-109208.08561304283	5.6	-109463.64166475274	255.55605170991382	
1284000	-109217.0554425908	5.6	-109473.99060712496	256.93516453414554	
1285000	-109208.34837026692	5.6	-109462.57174564055	254.22337537362918	
1286000	-109208.84876517225	5.6	-109464.40333466437	255.55456949212046	
1287000	-109210.16414786203	5.6	-109464.16201336417	253.9978655021334	
1288000	-109229.98888375294	5.6	-109484.40694194385	254.41805819090197	
1289000	-109213.62551144611	5.6	-109467.69714160664	254.071630160531	
1290000	-109215.35073400602	5.6	-109471.7014677299	256.35073372389047	
1291000	-109221.4429656613	5.6	-109474.66336220597	253.22039654466784	
1292000	-109218.1035415523	5.6	-109470.73795940579	252.6344178534988	
1293000	-109220.91926364762	5.6	-109473.89784441126	252.97858076363843	
1294000	-109225.30787171819	5.6	-109483.1948735981	257.8870018799047	
1295000	-109230.60409431298	5.5	-109484.00910650354	253.4050121905562	
1296000	-109221.47237713503	5.5	-109474.53868362508	253.0663064900608	
1297000	-109209.86237029202	5.5	-109467.20626208636	257.3438917943391	
1298000	-109207.92739141877	5.5	-109461.72888981942	253.80149840066233	
1299000	-109211.47465144595	5.5	-109467.18861256837	255.71396112241067	
1300000	-109213.66339392576	5.5	-109471.03381890964	257.37042498387865	
1301000	-109223.69439389132	5.5	-109478.79671459543	255.10232070411797	
1302000	-109234.24178629162	5.5	-109482.23061591985	247.98882962822557	
1303000	-109229.19601429744	5.5	-109486.46277412861	257.26675983117286	
1304000	-109229.39419288236	5.5	-109486.47025440467	257.07606152230636	
1305000	-109213.98911232634	5.5	-109470.57905958025	256.5899472539201	
1306000	-109220.39661472342	5.5	-109475.8600008694	255.46338614598167	
1307000	-109222.57628395602	5.5	-109476.78358136864	254.20729741262684	
1308000	-109221.13804620066	5.5	-109475.12104522838	253.98299902772118	
1309000	-109224.72379867865	5.5	-109476.01768278019	251.29388410153564	
1310000	-109215.80112274214	5.5	-109472.26251265066	256.4613899085273	
1311000	-109217.60314030711	5.5	-109470.04212226809	252.4389819609794	
1312000	-109224.68305540027	5.5	-109479.77694074347	255.0938853431954	
1313000	-109233.43510003068	5.5	-109487.22388223824	253.7887822075565	
1314000	-109223.52283037589	5.5	-109480.42718235418	256.9043519782811	
1315000	-109228.84867845137	5.5	-109487.49313614336	258.644457691988	
1316000	-109221.35491405166	5.4	-109476.22212640454	254.86721235287828	
1317000	-109218.08411895834	5.4	-109474.55466545583	256.4705464974798	
1318000	-109220.1204700439	5.4	-109475.95537726974	255.8349072258433	
1319000	-109215.8787921534	5.4	-109472.51289994796	256.6341077945696	
1320000	-109226.53666677764	5.4	-109477.3844169063	250.8477501286586	
1321000	-109215.02380737213	5.4	-109470.89931533192	255.87550795979703	
1322000	-109208.3851720799	5.4	-109462.7349845109	254.34981243100057	
1323000	-109204.53520531116	5.4	-109460.4064782513	255.87127294015093	
1324000	-109212.59103827945	5.4	-109468.86619951042	256.27516123096285	
1325000	-109224.02426021721	5.4	-109475.73738412927	251.71312391205922	
1326000	-109222.04965768919	5.4	-109474.2783090255	252.22865133630532	
1327000	-109219.64566793111	5.4	-109472.77292496653	253.12725703541574	
1328000	-109220.3580713994	5.4	-109473.54275984163	253.18468844223096	
1329000	-109223.04954896029	5.4	-109474.02066806443	250.97111910414313	
1330000	-109214.632719017	5.4	-109472.18769598982	257.5549769728232	
1331000	-109212.69979265006	5.4	-109469.36520457701	256.6654119269523	
1332000	-109226.11652702653	5.4	-109479.3507328175	253.23420579096594	
1333000	-109225.41058617263	5.4	-109479.73161493751	254.3210287648882	
1334000	-109236.67836580906	5.3	-109493.46998720522	256.79162139615374	
1335000	-109218.55754179858	5.3	-109472.60673989308	254.04919809449743	
1336000	-109215.39284271792	5.3	-109470.99042977682	255.5975870589044	
1337000	-109223.46823024699	5.3	-109473.96555924776	250.49732900077336	
1338000	-109224.54097065947	5.3	-109476.1548781296	251.6139074701289	
1339000	-109223.14105988308	5.3	-109475.312706282	252.17164639891388	
1340000	-109225.2445789261	5.3	-109479.70881558188	254.46423665578044	
1341000	-109227.85422335113	5.3	-109481.7629413113	253.90871796017024	
1342000	-109222.10237301973	5.3	-109476.26628689654	254.16391387680795	
1343000	-109227.65505297996	5.3	-109477.93369144501	250.27863846505304	
1344000	-109220.88730217624	5.3	-109475.09184717906	254.2045450028292	
1345000	-109217.58333302282	5.3	-109469.83936803979	252.2560350169667	
1346000	-109225.1276854168	5.3	-109477.68468003217	252.55699461537685	
1347000	-109221.4820624971	5.3	-109476.51934367038	255.03728117327577	
1348000	-109227.60527088045	5.3	-109482.26795339138	254.6626825109233	
1349000	-109216.35737488983	5.3	-109468.86265017223	252.50527528239084	
1350000	-109210.34666955633	5.3	-109464.75974066475	254.41307110843056	
1351000	-109219.68208097234	5.2	-109476.55957383792	256.87749286558335	
1352000	-109220.30775307889	5.2	-109474.91484551951	254.60709244062915	
1353000	-109215.49809377742	5.2	-109471.1001038483	255.60201007087224	
1354000	-109220.14942577867	5.2	-109472.12866552979	251.979239751122	
1355000	-109229.9862522481	5.2	-109486.55326618193	256.5670139338269	
1356000	-109224.03040690949	5.2	-109477.26093107215	253.2305241626618	
1357000	-109211.60927392212	5.2	-109467.3647827475	255.7555088253828	
1358000	-109220.09551554162	5.2	-109471.62022104433	251.5247055027078	
1359000	-109219.09507143313	5.2	-109472.37824091481	253.28316948169024	
1360000	-109210.7280927304	5.2	-109464.0496688442	253.32157611381302	
1361000	-109213.71419200259	5.2	-109466.03908440039	252.3248923977894	
1362000	-109218.4161193492	5.2	-109473.60415986423	255.18804051502815	
1363000	-109221.39101590845	5.2	-109475.9141574184	254.52314150995005	
1364000	-109219.31634614576	5.2	-109473.19681792572	253.8804717799705	
1365000	-109219.92033551667	5.2	-109473.65825374103	253.73791822436206	
1366000	-109216.29913580771	5.2	-109469.79445807452	253.4953222668066	
1367000	-109217.16503174874	5.2	-109470.22287020454	253.0578384558022	
1368000	-109218.95945104427	5.2	-109469.09621066252	250.13675961824703	
1369000	-109228.26508392997	5.1	-109478.62762099215	250.3625370621712	
1370000	-109216.46779596375	5.1	-109471.97213700534	255.504341041594	
1371000	-109223.13181376032	5.1	-109477.7605527883	254.62873902797742	
1372000	-109224.21959410295	5.1	-109481.35847429419	257.13888019123715	
1373000	-109222.49952103873	5.1	-109475.03336458962	252.5338435508846	
1374000	-109214.91839309983	5.1	-109466.0089109734	251.09051787356316	
1375000	-109225.8039909088	5.1	-109478.56359119757	252.75960028877043	
1376000	-109217.97214563345	5.1	-109471.31709046761	253.34494483416333	
1377000	-109204.8547732865	5.1	-109461.10866588134	256.2538925948398	
1378000	-109211.41697308868	5.1	-109465.51538519138	254.09841210269627	
1379000	-109210.94520845005	5.1	-109466.78790083015	255.84269238010646	
1380000	-109211.73726523569	5.1	-109466.97920799453	255.24194275884102	
1381000	-109201.50696117408	5.1	-109453.6895873364	252.18262616231718	
1382000	-109212.31969692706	5.1	-109464.99678994782	252.6770930207614	
1383000	-109211.66828467624	5.1	-109464.33995615596	252.67167147971904	
1384000	-109207.6104840577	5.1	-109460.49919230262	252.88870824492133	
1385000	-109215.94413880211	5.1	-109468.0032010147	252.05906221258684	
1386000	-109219.11980202323	5.1	-109473.29079077175	254.1709887485137	
1387000	-109206.73884670822	5.1	-109462.74547066446	256.00662395624755	
1388000	-109208.93497973916	5.1	-109464.85216629776	255.91718655859268	
1389000	-109217.01744765387	5.0	-109470.24045546757	253.22300781370967	
1390000	-109217.76690088461	5.0	-109469.97155240987	252.20465152525145	
1391000	-109218.2948901759	5.0	-109469.59213711492	251.29724693902568	
1392000	-109211.34149324655	5.0	-109466.8503228511	255.50882960454342	
1393000	-109221.37237999988	5.0	-109476.19757361243	254.82519361254904	
1394000	-109229.30766868983	5.0	-109480.30837530126	251.00070661143667	
1395000	-109219.68701284725	5.0	-109473.62696788351	253.9399550362584	
1396000	-109206.62348427258	5.0	-109463.59163762332	256.9681533507371	
1397000	-109223.35010088766	5.0	-109476.76235565281	253.4122547651466	
1398000	-109218.6785740775	5.0	-109471.76930917271	253.09073509521482	
1399000	-109214.50698570079	5.0	-109471.27633616149	256.7693504606989	
1400000	-109224.6998625167	5.0	-109478.50342035189	253.8035578351789	
1401000	-109220.62649686384	5.0	-109474.88538440818	254.25888754433265	
1402000	-109220.20515772644	5.0	-109476.09007257139	255.8849148449487	
1403000	-109221.72123141887	5.0	-109474.27037083487	252.54913941600043	
1404000	-109221.03376200858	5.0	-109475.79408794385	254.76032593528157	
1405000	-109220.35501111505	4.9	-109471.27547337126	250.92046225621397	
1406000	-109218.12619583077	4.9	-109471.32600292664	253.19980709586767	
1407000	-109228.70162209612	4.9	-109480.57512068818	251.8734985920616	
1408000	-109232.11891425794	4.9	-109483.76963911248	251.6507248545335	
1409000	-109218.77546552554	4.9	-109475.27463967499	256.49917414944383	
1410000	-109235.8590885056	4.9	-109488.10594572205	252.24685721645412	
1411000	-109236.7847619893	4.9	-109490.89226026979	254.1074982804878	
1412000	-109229.9652182871	4.9	-109483.32778767595	253.3625693888407	
1413000	-109226.27524850033	4.9	-109481.25911162408	254.98386312375308	
1414000	-109215.82316326143	4.9	-109467.28653493346	251.46337167203217	
1415000	-109219.0195645922	4.9	-109472.22507732661	253.20551273440134	
1416000	-109225.12883343619	4.9	-109479.68358855986	254.55475512367101	
1417000	-109218.51505174562	4.9	-109475.17664955316	256.66159780753753	
1418000	-109218.30629155281	4.9	-109472.33147257903	254.0251810262108	
1419000	-109220.41745819982	4.8	-109476.72468737219	256.3072291723706	
1420000	-109228.66440252632	4.8	-109481.55199845809	252.88759593176636	
1421000	-109223.7845272184	4.8	-109478.61685045887	254.83232324046878	
1422000	-109224.92132318357	4.8	-109478.6773772841	253.7560541005233	
1423000	-109219.659648193	4.8	-109472.51374333496	252.85409514195675	
1424000	-109211.4512609414	4.8	-109461.66055431856	250.20929337716666	
1425000	-109220.13105033353	4.8	-109471.59494607101	251.4638957374913	
1426000	-109218.69490302115	4.8	-109473.7464074153	255.0515043941439	
1427000	-109217.38803937247	4.8	-109471.77624420372	254.38820483124678	
1428000	-109211.62978627198	4.8	-109465.59509965932	253.96531338733652	
1429000	-109210.9819160125	4.8	-109466.94739665196	255.96548063944883	
1430000	-109221.85534118616	4.8	-109476.02377570166	254.1684345154981	
1431000	-109239.05867906721	4.8	-109490.55289327668	251.49421420946538	
1432000	-109224.71917052167	4.8	-109480.88685766247	256.1676871408017	
1433000	-109222.07760164017	4.8	-109476.82730932368	254.7497076835131	
1434000	-109221.6549740462	4.8	-109477.56574503094	255.91077098473275	
1435000	-109222.13808318113	4.8	-109473.65297457235	251.51489139122452	
1436000	-109215.11091920575	4.8	-109467.48031696271	252.36939775695652	
1437000	-109212.30883055726	4.8	-109466.0164187901	253.70758823284103	
1438000	-109215.862886699	4.8	-109469.48111522985	253.61822853084044	
1439000	-109224.74930481716	4.7	-109475.6157962334	250.8664914162333	
1440000	-109221.25154585263	4.7	-109474.4895826778	253.23803682515526	
1441000	-109225.73855019192	4.7	-109479.24469067826	253.50614048634415	
1442000	-109225.58900390318	4.7	-109481.1050001643	255.5159962611231	
1443000	-109227.21118928446	4.7	-109481.10194724228	253.89075795782432	
1444000	-109225.97269366508	4.7	-109478.31698941198	252.3442957468876	
1445000	-109207.24390184571	4.7	-109463.43051770004	256.18661585433176	
1446000	-109195.62607850152	4.7	-109451.88963808745	256.2635595859391	
1447000	-109213.9257482946	4.7	-109466.52595010765	252.60020181304606	
1448000	-109209.56615336667	4.7	-109464.65531783177	255.08916446509343	
1449000	-109215.94937726711	4.7	-109469.05350334676	253.1041260796415	
1450000	-109225.98360927815	4.7	-109478.48001016332	252.4964008851614	
1451000	-109209.75327118584	4.7	-109463.44928408884	253.6960129030113	
1452000	-109221.10248841223	4.7	-109476.63705527586	255.53456686363452	
1453000	-109215.67932075752	4.7	-109470.67554154716	254.99622078962616	
1454000	-109214.5382173814	4.7	-109469.59535868633	255.05714130493416	
1455000	-109217.13010439546	4.7	-109468.86870222272	251.73859782726316	
1456000	-109210.18441548209	4.7	-109465.73206630822	255.54765082613986	
1457000	-109214.73788422818	4.7	-109469.03006650282	254.292182274647	
1458000	-109223.6832963814	4.7	-109477.16466324776	253.48136686636434	
1459000	-109226.75744651776	4.6	-109478.74076464587	251.98331812811233	
1460000	-109228.25158536264	4.6	-109480.75150770902	252.49992234637648	
1461000	-109223.76499666316	4.6	-109476.3798178362	252.6148211730398	
1462000	-109218.25417673247	4.6	-109472.43208886754	254.17791213507215	
1463000	-109222.82124727198	4.6	-109474.44895440717	251.62770713519598	
1464000	-109227.37374751092	4.6	-109479.57149130775	252.19774379683312	
1465000	-109219.01493360657	4.6	-109470.1023771264	251.08744351984038	
1466000	-109213.29805400007	4.6	-109467.68971794144	254.39166394137254	
1467000	-109216.78298862996	4.6	-109470.92614400336	254.14315537339854	
1468000	-109219.93936403186	4.6	-109475.60852632715	255.66916229529562	
1469000	-109220.11082673838	4.5	-109471.76314166795	251.65231492956337	
1470000	-109220.65358194357	4.5	-109477.31915321092	256.66557126735256	
1471000	-109215.86517447935	4.5	-109470.26765984911	254.4024853697659	
1472000	-109226.092567043	4.5	-109482.01856741025	255.92600036725045	
1473000	-109222.74347964984	4.5	-109474.79282068418	252.04934103433845	
1474000	-109214.1231604397	4.5	-109470.9337403345	256.8105798947908	
1475000	-109208.2257941765	4.5	-109461.41133908651	253.18554491000845	
1476000	-109213.77201303715	4.5	-109466.11766515266	252.3456521155117	
1477000	-109206.91186545213	4.5	-109462.12796521904	255.216099766908	
1478000	-109210.88611649208	4.5	-109466.87859887541	255.99248238332547	
1479000	-109226.5114536983	4.5	-109479.40693529269	252.89548159439252	
1480000	-109222.1431309443	4.5	-109476.23782835591	254.09469741160933	
1481000	-109221.02886547106	4.5	-109475.37252596157	254.34366049051232	
1482000	-109217.94505372892	4.5	-109473.46365319162	255.51859946269263	
1483000	-109215.72037587223	4.5	-109468.94105285004	253.22067697781492	
1484000	-109221.23315682127	4.5	-109476.5863593517	255.3532025304308	
1485000	-109219.9732481461	4.5	-109476.47488230288	256.5016341567817	
1486000	-109212.9242718458	4.5	-109470.06928325188	257.1450114060814	
1487000	-109222.470668683	4.5	-109474.6744935365	252.20382485350135	
1488000	-109226.30987064546	4.5	-109479.77745773835	253.4675870928886	
1489000	-109223.65273577732	4.4	-109480.37915636413	256.7264205868105	
1490000	-109214.1725779243	4.4	-109466.88304283305	252.71046490875023	
1491000	-109213.83812159396	4.4	-109470.38650441937	256.54838282540993	
1492000	-109212.08629149689	4.4	-109466.81942878672	254.73313728983604	
1493000	-109210.73417457766	4.4	-109465.19322697447	254.45905239681244	
1494000	-109213.49823221353	4.4	-109468.17506553288	254.67683331934396	
1495000	-109210.32664536504	4.4	-109464.11236451432	253.78571914928312	
1496000	-109214.98497194736	4.4	-109469.33638045573	254.35140850837595	
1497000	-109227.62051485591	4.4	-109479.60667495105	251.9861600951375	
1498000	-109222.99509282688	4.4	-109476.0134155028	253.0183226759288	
1499000	-109212.75510998971	4.4	-109467.15156806781	254.3964580781092	
1500000	-109216.6352886684	4.4	-109470.14597907898	253.5106904105736	
